Gene,LogFC
MIR124-2,-6.489262247
DDR1,-4.192084096
YLPM1,-3.408527523
SMEK3P,-7.02547174
IGHMBP2,-4.771959295
DUXA,-8.723109927
PHC2,-3.717477643
MUTYH,-6.933559443
CROCCP3,-6.304112371
PTPRE,-6.659332756
LOC100130954,-10.46193523
C16orf87,-6.068161125
SLC15A2,-4.078243238
KLHL33,-5.758454269
PCSK1N,-6.169479899
URM1,-4.025206205
CREB3L2,-3.893568196
ZNF167,-4.973144647
OR2A5,-7.10379488
ATAD2,-3.152040765
LOC728463,-7.587724044
UBR3,-4.405198428
SERPINA3,-3.175536617
SNORD116-8,-6.201947795
ZDHHC11,-4.024425989
AK3,-5.803738257
DCUN1D3,-3.773323182
WHSC1,-2.637330561
BARX1,-7.491157415
CD24,-7.944797022
DCSTAMP,-6.247803943
HOMEZ,-3.061940993
RBMY2EP,-6.048443953
IL17D,-5.247070066
CTAGE5,-5.339016176
COX7A1,-5.393525546
WFDC5,-4.123609717
OR2AE1,-6.638163554
ASB11,-8.519535109
ZNF653,-3.452737393
STK11,-3.302240366
TMIGD2,-3.126967744
EIF3D,-7.43373082
ASB9,-8.676834972
SPAM1,-7.319408318
ITGB7,-3.649150322
SH3BP5,-4.163617772
RASSF9,-3.707784146
RGP1,-2.96819077
ABCA4,-5.878225983
DNAJC16,-2.300624511
NBPF3,-3.086804164
ZFAND4,-3.884741672
LCN9,-10.04923196
UBXN4,-3.094834248
AKR7L,-5.579251968
ZC2HC1A,-6.501038219
MBOAT7,-5.822629631
EXOSC4,-2.900377153
INTS6,-6.225283185
FAM83A,-5.591728676
LOC730091,-5.573241969
LOC400643,-7.884711866
TNFRSF11B,-7.511851219
ATP6V0C,-7.948327566
CD302,-5.173446702
SEC16B,-3.649489664
FMO2,-4.334071508
CLECL1,-11.06800296
C11orf83,-4.700007573
ACOT6,-7.201948373
SNORD16,-6.171293397
MIR3654,-6.219179072
BCL2L14,-11.39844294
PRNP,-6.622078793
ART3,-4.023718254
SNORA2A,-4.800200581
EFCAB7,-6.754778486
NDUFA13,-3.263447026
UBLCP1,-5.81847625
CPOX,-3.02134365
GNB2L1,-6.381911972
RNH1,-7.388166987
TIMM17B,-3.08709092
GRAMD1C,-3.118659406
SNPH,-4.600877807
HBM,-5.953592701
MYO15A,-4.494098187
DDO,-6.309740317
MFAP4,-5.083786034
FAM25B,-6.543998756
LOC387895,-5.428389274
FAM192A,-5.809072639
PABPC4,-4.238058159
TAS1R2,-5.715784746
REEP3,-3.694505481
KLRC2,-9.62894045
PLA2R1,-2.889737479
NMB,-7.040957619
CACNA1I,-5.08920077
DMRT1,-5.182767335
CNIH4,-2.833706521
NT5C1B-RDH14,-4.161824594
BRF2,-2.717387116
HNRNPM,-3.932428091
PTP4A1,-6.457638448
SERPINA5,-4.71670045
FKBP11,-2.816635254
SH3TC2,-5.102093669
RPL22,-3.474278263
OR6M1,-5.950870185
LAMC2,-9.912296379
MDM1,-2.779188616
MIR103B1,-6.942345275
CDK18,-8.090781093
MLX,-6.130369365
UBE2F-SCLY,-5.315475992
QSER1,-2.319530873
TRIM52,-3.383160183
PRMT2,-2.447162455
ZNF490,-3.690610442
ALKBH8,-2.973323981
GPR4,-3.946438413
DLEU7,-5.605576601
WSB1,-4.967420942
C5orf28,-3.894679721
CASC1,-6.10804222
ELF4,-5.203860737
CRNN,-8.566399888
DGCR10,-6.756304226
LDB3,-10.14366947
UFM1,-5.829058036
FAM103A1,-4.883772074
C2orf68,-3.501963015
MYH11,-5.076380337
SOX21,-3.417163339
CYP4F2,-4.962544807
MIR124-3,-3.077982913
SEMA5B,-4.493594715
SEC16A,-2.47749789
C20orf151,-8.619581301
LOC255130,-7.055828822
SEMA3G,-6.653705061
YIPF1,-5.523117611
PTPLAD2,-4.701808864
GP1BA,-3.557415919
KERA,-5.394452805
ENO1,-9.561167877
ZNF664-FAM101A,-6.615861629
A2ML1,-2.939855725
SERPINB5,-5.971279052
SNORD103A,-5.532724858
NEXN,-5.435748095
MIR642B,-3.44877122
ATP2A2,-2.474062014
CKS1B,-8.442410062
TM6SF2,-5.696480734
MIR4715,-7.664664163
CREBZF,-5.46879579
PHGDH,-4.680416578
EIF4A2,-6.004213283
NOS1,-5.310778268
ZNF536,-7.028034728
C1QTNF9B-AS1,-6.937068488
ZNF43,-3.990374452
SLC12A1,-8.290213867
KDM2B,-5.497432302
MFSD5,-3.579299409
SH3GL1,-5.416945353
SPRR2F,-7.075263867
QKI,-4.363407208
CTAG2,-8.275480858
HAS2,-6.661742952
TCAM1P,-5.666735179
LOC339524,-4.806907256
UIMC1,-4.143628063
FRAS1,-4.877925282
ZNF75D,-3.617298834
MT1A,-5.658175417
BIRC5,-4.396982534
LOR,-9.266023098
LENG8,-4.683585217
E2F8,-2.983960355
IGFBP7,-7.277091705
C12orf68,-4.839885693
SLC52A1,-4.722174721
ZNF32-AS2,-3.958918762
FAM24B,-3.913463759
POLR3H,-4.549983347
CCDC127,-5.003162441
ST13P4,-5.085868008
TMEM144,-2.428846873
TRPC6,-2.282937159
CNNM3,-4.447137372
SLC25A40,-2.952540276
SOCS6,-4.001914194
MUC5B,-5.405911892
PPDPF,-8.295962779
EEF1A1,-7.63595444
DGCR2,-3.699339132
RPS27A,-4.474276923
PON1,-6.315209787
HAPLN4,-7.745156972
NEDD9,-3.109258313
MIR4713,-7.90433638
SUN5,-5.98755415
MIR3610,-4.411016
PPIA,-6.262169808
LINC00607,-3.812541501
TES,-7.546377305
CYP7B1,-5.201911279
GALK2,-3.579453028
CCDC15,-3.818106791
HNRNPA1P10,-3.214381189
RLN1,-7.48180539
POLD1,-4.651085222
WDR73,-4.407117792
LRRC45,-3.542359404
INSL6,-8.46560277
STAMBP,-3.107911774
ARL13B,-2.760856102
LOC284408,-4.561511041
SNAR-A1,-7.592920846
RNF8,-3.620554534
B3GALNT2,-4.584487097
MAEL,-3.870513299
ING4,-3.467818139
TAS2R8,-8.062521256
SART3,-4.890971925
JPX,-6.60494521
PXK,-3.239575219
FNBP1,-4.020861295
SHISA2,-6.970273064
PER4,-7.573871924
MIR3126,-7.177247219
HBS1L,-5.425397548
FSIP1,-3.173579819
CFP,-5.112227558
SNORD18A,-6.454891681
MIR1279,-5.167314542
RAD51D,-5.304885588
RPS4X,-9.514427063
A1CF,-5.562959067
SNORA72,-7.275665902
MEIS2,-2.294724616
TONSL,-4.522872873
CMAHP,-3.707144258
GZMA,-5.918660986
LOC100131825,-8.391689978
LOC339803,-3.302146669
LILRP2,-9.569871366
RAB3GAP2,-4.230720511
MUM1,-3.903275688
LINC00260,-4.417653887
LDHA,-4.966354848
HSP90AB3P,-5.234462085
CACUL1,-3.374773888
CCL24,-3.348171769
KCNJ6,-4.980785944
PRG2,-5.757113033
HNRNPD,-3.397102959
TUBA3E,-5.395890378
RFX3,-6.866978351
SREBF2,-5.712750964
TRIM68,-5.61541419
FGF21,-3.265778897
FABP5,-5.874281841
SNORD116-10,-4.554472408
KAZN,-3.122066898
ATP6V1C1,-3.098846858
HSPA8,-2.826095097
YWHAG,-3.756070137
CHRNE,-4.812777474
MIR4499,-4.223328552
FAM210A,-4.357137974
STBD1,-4.723497384
LOC401320,-5.328731665
WDR41,-3.930941011
ZNF471,-3.865601661
NME2,-5.4720222
OOEP,-5.961110439
LOC100268168,-5.179363171
RBM43,-3.00351
ALS2CR12,-3.818038148
MIR936,-3.917804847
MIR602,-7.459448195
PCGF3,-6.468729139
TCHH,-6.290319755
FGA,-9.783907804
TAX1BP1,-2.481637981
GJA4,-6.678261106
C6orf58,-11.91900653
SAT1,-8.327986695
MAML1,-2.544118598
IQCF2,-4.499569633
SLC18A2,-2.391357003
ZFY,-8.676661197
CXCL17,-6.784467826
LPAR1,-2.636644432
BRD7P3,-8.179574579
GINS1,-2.241079439
FAM3C,-4.681968856
RIN3,-2.923316238
TXNDC12,-3.357808813
ARPC5,-2.93463601
SLC25A22,-3.400715601
TRIM32,-3.897344247
LOC402779,-8.368660666
GOLGA6L6,-4.691478553
HIST1H4E,-5.283369193
TRIOBP,-2.941255708
AP1S2,-6.524558948
TINAG,-7.414004013
GPANK1,-4.309679941
C19orf6,-4.045406883
SORBS3,-4.534016173
CTSD,-6.528806456
DOC2A,-5.594210153
DBT,-4.781103567
WIZ,-5.639187559
KLK5,-2.96585751
STX3,-4.057043863
CCDC13,-8.984798016
PRMT6,-4.033037321
HECTD1,-3.257539575
ROM1,-3.419051832
S100A13,-2.802618046
ARL4D,-4.28515873
TIMP1,-4.533104548
CDC42BPB,-2.917799579
SEPN1,-4.486040717
AFF4,-4.728489387
ATP8A1,-3.628204167
TMEM165,-3.232473695
NRP1,-4.341210903
PRR21,-4.407576991
SREBF1,-3.52845983
COMMD8,-4.172711692
DERA,-5.27736681
RHPN1-AS1,-4.532946538
ZNF177,-3.569642885
IRF8,-6.062708301
GUCY2D,-5.152015295
ODC1,-7.397023142
DLG2,-5.196952133
LOC100216546,-3.524778355
SLC37A2,-3.577683162
PIAS1,-4.666041822
OSBPL5,-4.939319057
PRSS56,-7.916321919
SPACA3,-8.874558473
LOC286002,-5.565654025
C7orf10,-2.499509414
SPINK14,-4.509057895
C7orf59,-3.687090029
AGT,-5.436778321
NCKAP5L,-3.880238733
CCNB1,-2.145577607
SCG3,-7.837021749
MOSPD2,-5.824615179
USP42,-2.020099018
SERPINE1,-3.496457996
FBN2,-2.972737575
TRIM73,-5.747935904
TMEM61,-5.426531177
ICAM1,-3.659367959
SCAMP1,-2.58128514
LIPN,-6.730923922
GTSF1,-6.666252017
PGLYRP3,-9.992823608
LOC100131626,-6.132467988
MIR1914,-4.818473572
TFPI2,-4.227632417
MED27,-3.913982189
PLEK,-4.745671621
FOXJ2,-3.175096999
TPI1P2,-4.435031898
CD22,-6.482741453
ZKSCAN1,-2.556082396
CPLX3,-4.435275479
COL4A4,-5.274974482
HCFC1R1,-2.451549198
GRM3,-6.345523909
SERPINB11,-5.642051882
LINC00616,-5.008455098
SNORD35B,-5.586400825
ACTL8,-5.848006909
B9D2,-3.172052922
ARPC2,-2.726703936
PCCB,-1.957305962
CHAC1,-1.742093566
NONO,-5.90469674
TP53BP1,-4.247400959
KCNN2,-5.409767208
PTRHD1,-2.368623562
FAM8A1,-2.513568704
LINC00472,-5.157725816
ZNF138,-3.31678701
GNRH2,-5.426871213
COPS8,-5.328678004
C7orf66,-4.709666936
DDX55,-1.802785965
SNORA5A,-4.616834128
MIR1913,-4.975679668
NT5C3L,-4.003442798
PALMD,-4.138457641
ANAPC5,-4.753905457
C22orf46,-5.753711223
MND1,-4.566109831
FLJ31306,-2.424881162
RBMX,-6.578260922
ANXA1,-4.384614972
C14orf182,-10.7212378
SLC19A1,-3.148447953
PRSS21,-6.581585276
SPATA21,-5.273972472
LOC100505549,-4.662300515
FAT1,-3.930840449
ENAH,-2.84036646
LOC100131094,-3.569602791
CAV1,-9.0385522
VILL,-3.924188794
ARHGAP11B,-2.42049225
BTG4,-4.105015388
MIR3665,-4.067273363
CCND3,-2.558504873
CELA2B,-6.212046102
OTUD3,-3.866736093
NCOA4,-1.90036808
RRAGA,-3.243796415
GALNTL6,-7.999206749
JMJD6,-6.364062044
RAD21,-4.503913736
MIR222,-6.523338432
DMBT1,-3.93024779
SPRY3,-4.290810347
SNAR-A9,-6.128748003
TERF2,-3.067046403
MYL10,-5.752154972
RPL38,-2.865807571
YIPF7,-10.87218811
CCNYL1,-4.065209068
CACNA1A,-7.743519018
GAS1,-5.261100257
H2AFZ,-4.22908052
PRPF6,-2.66573138
FUT1,-3.782384348
PLEKHH3,-5.717112401
LOC285540,-6.036981318
MIR4316,-4.240892519
SUSD4,-5.319033249
TROAP,-4.141372656
CDHR3,-4.933189132
PIK3AP1,-4.925419252
LOC100192378,-7.081842051
INMT,-6.365588567
ID1,-6.114841525
LRP6,-3.686995648
TARM1,-6.128569391
TECR,-7.279070311
C22orf43,-3.480103415
HNRNPH2,-1.28189943
TMEM200B,-5.01591375
LOC388906,-4.916554404
ZNF713,-4.264643709
PCDHGA2,-4.900296217
DBR1,-6.747682826
ATF3,-3.590790542
EEF1D,-2.447952823
HNRNPK,-6.160499314
SMAP2,-2.860395939
FAM90A1,-4.533459636
GGCT,-5.970740207
SOX2,-2.500970673
EFCAB3,-3.769387802
PGBD4,-2.247449166
OR7E12P,-7.050462636
ARPC1A,-2.506982782
SLC16A14,-2.802503456
PLEKHG7,-5.605434715
TUB,-4.670941388
S100A11,-9.042723502
SNORD73A,-5.712081125
MIR5089,-4.335183779
DDX41,-2.864730576
CDC14A,-5.104209756
LOC646851,-5.306759772
MIR3189,-5.254585095
SGOL1,-3.69071016
LOC648809,-3.725549284
MESP2,-4.186921364
ITGA6,-4.560023339
TNFRSF13C,-8.209425763
CLTC,-2.709177387
GAPT,-5.796843033
FRMD4A,-3.406844311
FKBP9,-3.746395625
MKKS,-2.977344164
KIAA0226,-3.583645589
PDE10A,-4.193462057
MST1P2,-3.629484493
CCT7,-3.033727057
MIR4680,-3.416616687
SNORD121A,-6.041116668
KLF11,-2.926699977
MIR4735,-5.379446762
NEK2,-3.791478203
CCDC25,-2.706838846
ANO2,-5.825095858
ATP10B,-5.433075393
SPEN,-2.444346472
LOC100129175,-8.28414235
CCT5,-3.787331161
CUL7,-3.6713197
COL7A1,-2.573044322
ATP5C1,-3.4827184
PFN2,-6.575530657
RPL30,-5.875798782
KLK8,-3.379821433
C9orf100,-2.204440688
C9orf174,-4.610442834
EBF3,-4.105266971
FAM72B,-3.059428641
BASP1,-6.405744166
SLC34A1,-3.847371007
RAPGEF5,-4.608489051
ITPRIP,-5.644536585
LCN1,-10.12143445
TRIP12,-5.396001586
SPHKAP,-3.897168422
PTPN13,-4.022430271
HPGD,-4.117609426
THEGL,-3.557819266
POM121,-2.073401985
LOC100507567,-6.632078489
RPL12,-5.441427044
MIR4296,-2.519519087
LOC157381,-5.116316733
DPH3,-3.998368475
ILKAP,-3.686390412
NIPAL2,-2.271070392
ICA1L,-5.847794327
PPBP,-4.742650875
C15orf55,-5.16250067
PMCH,-5.294511617
SLC5A7,-4.168859404
MIR4678,-9.258110783
KIAA1257,-5.965940467
NR1H3,-3.17913603
CMTM2,-3.89667387
MIR429,-4.42337239
NCOA2,-3.767567275
TUBA1C,-4.960209859
ZNF781,-4.4758518
PLCXD1,-3.614904738
DNAJC13,-4.527073832
PPIL6,-6.551486459
SIPA1,-2.766489592
C7orf41,-4.000263967
XRCC6,-3.252439407
TCIRG1,-3.487616352
CHRD,-5.626445153
SCML1,-2.941322275
QPRT,-2.874196117
RPE,-2.982173462
SRG7,-5.569301894
WTH3DI,-4.231194939
GSG1L,-5.851224337
MIR590,-4.884270335
CCDC19,-6.49305304
TAF1D,-4.334736502
VPS18,-2.271722353
ZBTB42,-3.395120999
PRPH,-6.355371861
FMO6P,-3.227151275
TMEM175,-5.189932351
HUWE1,-5.609888156
SNORA36A,-4.492230953
SNORD91B,-5.482959977
HOXB13,-6.954839657
PROM2,-3.112436845
MIR3117,-5.416321616
CABIN1,-3.062763146
BIRC6,-3.373145872
MIA3,-3.922571366
IFT27,-3.858754936
CYP19A1,-8.691102042
KRAS,-2.980707615
CDH15,-6.509547672
CHM,-7.125770133
SYCN,-3.682025456
SLC22A18,-4.787770269
RIMS2,-5.267886654
PCTP,-3.679430639
RPS6KA2-IT1,-4.555659257
ZMAT4,-5.016381423
RIBC1,-3.558304851
LOC152225,-3.835447618
FLJ12334,-4.347245249
YWHAZ,-3.339568705
MMGT1,-3.761170771
TCP10L2,-6.776094621
C21orf88,-5.593141334
DLX6,-3.528088154
MIR4782,-5.323017742
CD99L2,-4.825598817
MYLK4,-6.669995735
PTMA,-5.827065659
SAMD10,-2.311926865
SCD,-2.559871503
ZPBP2,-6.435623465
RPL37A,-11.45965934
RASL10A,-7.547179263
QRFP,-4.155749415
FAM13B,-3.459740885
TRIM66,-2.491329421
KCNC1,-7.476374673
INMT-FAM188B,-5.337212767
MIR1207,-6.125365465
SPR,-3.546137158
KIF4B,-3.770619217
PPP2R1A,-3.107421257
PSAT1,-3.247400559
XKR9,-5.080964697
LOC100506050,-6.618262814
CPPED1,-2.529226333
CLCN4,-2.746386665
SRI,-2.139168669
IL1R2,-6.70689277
MRPL1,-2.639788384
TTTY14,-3.667743905
PKIA,-4.494984187
MIR4671,-4.92506369
C12orf75,-2.255165833
MIR448,-6.540755343
SLK,-5.242573537
SLC43A1,-2.586306759
PYDC2,-3.3383393
TGIF2LX,-8.661824026
UCA1,-4.626063135
COL18A1,-3.753796493
FLJ40852,-4.994401986
C9orf62,-4.33113227
FAM82B,-5.188827251
SLC5A4,-4.775180024
TMEM44,-2.261796406
ABCG8,-5.48126813
TRNAU1AP,-4.917002046
ST7L,-3.827690338
COX7B,-2.352833371
STX7,-4.553725013
KRT84,-5.768005272
KRTAP19-3,-7.015032506
GJB2,-4.049946785
NUP54,-2.738054221
OR1A2,-5.29848742
TSPAN4,-3.658039244
PGA3,-5.289923818
PLP2,-6.156410067
AHNAK,-2.270187975
AGAP8,-2.244938336
TIMELESS,-4.788398781
OCIAD1,-2.445277243
ACY3,-3.361932818
CD1E,-8.32016056
RPS6,-5.338484799
VIPR1,-5.588609124
SPINK2,-3.607451463
TACC1,-3.846400785
ZNF295,-3.343607975
FAM47C,-8.390928269
UBE2T,-4.63133289
ARHGEF26-AS1,-4.479764023
EIF4A1,-3.382764246
HSP90B1,-4.158224493
MIR4706,-4.871023189
NLRP5,-4.975397022
NEK5,-7.488032795
SHE,-5.557512392
C5orf58,-5.237902135
POF1B,-1.630309016
ABRA,-5.186788747
CNGA3,-4.211669279
IGSF11,-4.728039216
LOC100287834,-8.060471749
SMC1B,-4.034157695
TIMM9,-2.082751985
TMSB10,-4.007494447
KRTAP3-3,-5.384617119
MIR5188,-5.245729313
AMY1C,-9.089053135
SAA2-SAA4,-4.132595517
LOC100131434,-4.985462536
RTCA,-3.147102926
ACTR3,-3.325182465
SLC30A7,-3.166739393
FAM209A,-5.41114599
NPPA,-8.376866171
PRDM9,-6.076160766
RUFY3,-4.378395339
GPR132,-3.409391829
SRGAP2P2,-1.889756432
FTL,-4.199579289
CEP63,-5.351581314
CFHR5,-4.977631682
GLRB,-5.011039194
ATXN7,-3.445187112
SEC1,-7.592829892
PLIN3,-3.330680786
RPL23P8,-3.30017148
FAM25A,-4.359946089
SALL4,-2.556970949
C12orf52,-3.873844488
AQP2,-8.360317202
SNORD38A,-10.45352833
LOC283403,-4.37091875
PIP5K1P1,-3.274856227
ASPM,-4.152730491
GIPC3,-4.914640131
KLHL2,-2.94928282
MIR4283-1,-7.880157779
ZNF582,-2.36754634
GALNT5,-2.157344915
GJA5,-7.758026575
GPR56,-1.873386571
TRIM64,-6.829166976
BARHL1,-2.755326893
LOC728819,-3.690615331
PTPMT1,-4.901945369
NT5DC2,-2.0709288
FAM64A,-2.821061541
KRT33A,-7.737171139
CXorf65,-4.720490531
CCT3,-6.745306844
LHFPL5,-9.944577897
FAM209B,-3.285776134
NUDT8,-3.315961137
LINC00353,-4.899177517
HES1,-6.239253916
THRB,-3.048365562
PTCD3,-3.133137009
IFNK,-7.544224773
PTH2,-6.228402996
DERL3,-3.74036644
HJURP,-2.100619426
CHRNA4,-6.713866142
TMEM229A,-4.444948486
CDH7,-9.965777951
MRPS16,-2.08064692
CELA1,-4.706817832
GMDS,-2.541109018
LOC100289137,-1.883166286
ALDH3B1,-1.735080893
KIF15,-3.242901431
KRTAP5-3,-5.202898813
STK31,-4.667145336
PAOX,-3.911313128
KRTAP4-8,-7.408082505
HINT2,-2.725112603
LOC643650,-2.686636584
ZBTB48,-2.958093426
LOC100507351,-7.495054033
ERVMER34-1,-5.973701088
TAAR1,-5.488841547
PIH1D2,-2.688729607
TLE1,-4.514608656
CDYL2,-3.445361549
SLC12A3,-7.172724621
GDI2,-2.338311327
ROPN1B,-2.492854228
ADAM6,-4.712522758
HBA2,-6.413669739
NFE2L1,-6.815597655
OR4K2,-6.595413434
DEFB118,-5.505087388
CLDN24,-4.50399747
ALDH1A3,-7.266409791
CHRNB2,-4.656060839
PWRN2,-4.515179779
GPR55,-6.092810914
GSTP1,-3.900772863
LCK,-2.671893215
KIF2B,-7.35422054
FUT7,-4.810060293
HSD17B7P2,-1.758203132
EIF1,-3.872445821
FAM81A,-3.153265042
SAMD1,-3.319820829
MIR3938,-4.528471518
C1orf55,-4.113568997
LOC100129138,-2.798253312
KATNAL1,-4.175781005
LOC100132146,-6.740178492
FAM134C,-2.670796192
SPPL2C,-4.951372478
LPL,-5.203821498
RPS2P32,-2.99059352
HERC2P9,-2.84619488
HIPK3,-2.181424793
LRRC4,-4.999887182
MIR4454,-4.40904915
TRAK1,-1.440490439
IL21,-5.994076634
TMEM47,-5.280455049
SNORD15A,-4.370718219
PICALM,-6.238995414
ACOT2,-2.572367509
C16orf54,-3.36492251
TMPRSS4,-5.236966577
STXBP1,-5.245240547
FMNL2,-2.435656194
RPP21,-2.944935138
ITGB1,-3.83642188
BRD4,-4.296806716
F12,-5.249855501
HDGFRP2,-3.565439174
MIR191,-4.873518583
KIRREL2,-3.206599502
MAGEB10,-7.116700561
SNORD45C,-5.897592282
RPS21,-9.73137356
PPARGC1B,-1.899545027
CPA5,-2.603490711
MIR3157,-5.920135966
CDC14B,-2.526536766
MIRLET7F1,-6.682754618
LOC100505536,-4.19048046
CES1,-3.688109532
RPS20,-6.988338621
TK2,-1.854339009
FOXH1,-4.27949846
MIR3622A,-5.087052884
MIR326,-4.216776449
LINC00515,-5.430898977
SSX2,-4.355294242
CACNA1C-AS4,-6.827294788
BCL6B,-4.989808289
GSTTP1,-4.333814613
MMP11,-3.698215623
IL13,-4.674714413
GNL3,-4.741757213
PRDX3,-2.059259048
C5orf34,-2.734258651
PDE1B,-6.256733837
HSD17B7,-4.422203347
SMAD5,-2.406855456
CNN3,-6.602946968
DEFA1B,-2.824081536
KRTAP15-1,-7.090228969
DLEU7-AS1,-4.495748241
STK24,-4.490254157
VBP1,-4.715922724
HUNK,-5.18797932
AKAP2,-2.443255123
MXRA5,-2.507494503
ZNF700,-1.614360654
LPAR5,-3.800323592
USH1G,-6.515770095
CDC7,-2.648317446
OLFM1,-10.13380904
C15orf48,-3.816858284
NADSYN1,-4.50607849
CYTH4,-2.94184154
DGKI,-5.203566494
FAM82A2,-2.030363486
NME1-NME2,-4.295232169
MIR586,-4.345275899
MOB2,-5.565437063
LOC731223,-4.322502965
LOC650293,-4.202206904
FAM190B,-3.146842121
SPSB2,-6.556727406
G3BP1,-2.607639867
SLC8A3,-4.525766091
MIR548D2,-4.439252822
GYG2P1,-2.802158534
FAM75A3,-6.079065806
CKAP2L,-2.132496365
LOC100506730,-3.221600569
LOC100130673,-6.285227619
HIST1H2AA,-6.722612428
PBX2,-4.780156707
TMEM178,-4.250445664
PCMTD2,-3.558499406
PDS5B,-3.840217471
ARHGDIG,-3.718822529
FBXO4,-4.017624471
MIR1229,-3.144414512
UGT2A3,-3.210856442
SERBP1,-5.388651993
HCRTR1,-4.510905607
SLC1A1,-3.708948919
KIAA1731,-3.771468848
APOBEC3F,-1.593360675
GUCY1A2,-5.498356846
ZNF346,-4.460577423
TEX34,-3.168249721
INPP5K,-2.86990892
LETMD1,-3.083177564
THBS4,-3.770998999
SLC9A1,-2.907380729
NTMT1,-3.09099837
PDCD6,-4.538367602
HBBP1,-6.731779808
FGFBP1,-6.974463327
MIR1275,-6.71858642
IVL,-2.928931051
MDH2,-3.428185944
IRF6,-2.242109797
GUSBP10,-7.519344021
TSGA13,-3.191634571
SPAG1,-2.334474129
GABBR2,-6.981230645
SIGLEC17P,-3.816347008
MIR1973,-4.428548926
HOMER2,-2.790502792
DDX42,-4.687665867
AWAT2,-3.169382964
GPR84,-8.360269763
CEP41,-2.953813765
HRNR,-5.430843972
SNORA71B,-3.285120956
OGFR,-2.738305876
TNS4,-5.327787097
SLC22A31,-4.995896838
FZD2,-3.298719208
MED12,-3.609361852
UGT2B7,-6.090790493
GCG,-6.506345922
HBG2,-6.604170045
AGMAT,-2.39807324
RPS17L,-2.233240863
DLG1,-4.84571636
ZNF804A,-4.534339398
LOC100505865,-2.760566862
EYA1,-3.38594269
RFXANK,-4.123094366
LOC338963,-8.851911432
PACS1,-2.800640935
ARMCX4,-3.042197323
PRSS42,-6.278136399
C11orf36,-6.712402501
UCN3,-5.200115794
C19orf12,-3.126559699
MIR101-2,-5.616404284
MTUS1,-3.05437567
FAM107A,-3.26177688
GNG5,-3.08455769
TNFSF12-TNFSF13,-3.408742981
FOXB2,-5.592846718
TDO2,-9.680754497
ADD3,-4.639331832
LOC100507495,-3.458310507
CGB2,-4.568036036
TIMD4,-5.634169851
LOC100009676,-3.172060271
TRIM65,-2.618210882
CD5L,-7.226966917
USP24,-2.333746268
SPINLW1-WFDC6,-6.726029258
LOC100506054,-2.003928225
REEP6,-3.270199115
GPR15,-2.968265888
C2orf63,-4.287728504
FGG,-2.59987116
SLC25A47,-3.806119815
HOXD13,-3.62978761
FBXL7,-2.808783439
CENPQ,-2.607707545
C15orf38,-1.798976881
CGGBP1,-2.075281507
CREG2,-3.932360123
ITPRIPL2,-4.924477526
OR7E2P,-3.886451306
C4orf19,-2.203065817
SYTL2,-3.794583939
LINC00477,-4.868656441
DLL1,-2.896623363
NEUROG3,-3.543556459
PDLIM5,-3.842962872
EPT1,-4.107250025
KIF6,-4.607568965
NEDD8-MDP1,-2.984116771
STMN2,-6.077130239
CCNJL,-2.95779519
CASR,-3.042016384
EXTL2,-1.656934184
ADH1C,-3.839746222
USP32,-2.408894922
PLEKHA8P1,-2.584337998
TSNAX,-3.636665985
TNXA,-4.017665959
SRP72,-2.375997573
DUX2,-4.816520351
EIF3K,-4.067095978
ANXA4,-1.912039313
NPM1,-6.548051187
PPME1,-2.794145336
CLCA2,-1.60405543
SNORD55,-5.782047937
KRTAP26-1,-6.57318972
ECT2L,-7.036242693
LOC100505912,-3.572589471
LOC100287765,-2.085655626
SMARCC2,-4.618748686
PCM1,-3.435597897
CHCHD2,-6.082241086
KLHL7,-3.371486331
EPHA10,-4.083789605
L3MBTL4,-3.619129472
NUDT18,-2.966803868
NPY2R,-6.493003464
SNAPIN,-2.888427561
USP6NL,-3.022326601
HIST1H4D,-5.110533987
THSD4,-3.977939544
ERMN,-4.567721557
LRRTM1,-6.139383212
ACTG1,-7.456037812
DIP2B,-1.94046961
LOC100130849,-6.192577165
MIR4999,-4.189724557
MED21,-3.06944142
LOC728875,-2.734024759
MYO3B,-2.818745653
ATP6V0A4,-5.01098553
ZFAND1,-3.439700664
C16orf80,-1.608691077
SCARNA20,-5.538488463
DHCR7,-2.366340029
EXOC3,-2.175314758
GAB3,-4.107655081
PSG9,-4.272558187
RBM3,-2.15346948
PRSS35,-5.044412155
PTPRS,-4.553879941
PCNAP1,-2.569982163
MIR4804,-2.086560154
PKLR,-3.213483273
OR2L5,-6.090140373
HOXB3,-5.020121346
LOC100129269,-4.140463619
C11orf24,-2.21726906
ZDHHC7,-4.961839864
ZNF746,-2.554940798
PRAMEF8,-4.967083169
BCAT1,-2.854042971
NBPF16,-1.893992385
DNAH7,-3.841949665
ST3GAL3,-1.773412165
DLG4,-3.325272637
BMS1P1,-3.784451456
RAET1G,-2.330971306
DEFB130,-7.883323897
PLEKHM2,-1.147770655
ZNF285,-2.464940983
SEMA4D,-2.959540911
RQCD1,-1.659691987
MIR589,-3.40559599
ACSL4,-4.253123341
C12orf51,-2.293475877
MPP1,-2.785897342
DPPA5,-6.496591912
SF3A2,-2.363686533
GPRC5D,-3.365364432
LOC100128054,-3.659817106
TRIM9,-3.921190981
GSX2,-3.311348323
MANEA,-1.170470584
TPH2,-3.336294749
LOC400043,-4.299166552
